time,x,y,xd,yd,zdd,h,q1,q2,q1d,q2d,tau1,tau2,Fx,Fy,Fz,basepos,basepos_desired
0.0014285714285714286,0.2511703176953811,-0.0011345360839407348,8.875098253996313e-08,-8.192115841243114e-08,0.0,0.2511703176953811,-0.8964198657500071,1.783805794860055,-3.82780511974532e-08,-5.725540935109707e-07,1.275737367589555,4.722162462507789,22.619959898402595,-103.50649141289705,-201.1284783811731,0.25643399727041316,0.5
0.002857142857142857,0.24997274018032628,-0.00037236906117954494,-0.8404114830684527,0.5309781986730198,0.0,0.24997274018032628,-0.8972408415099087,1.7915024078758204,-0.5746830319311426,5.387629111035757,-0.17276516975831888,-12.0,0.0,0.0,0.0,0.2564099909166173,0.5
0.004285714285714286,0.24996948165018487,-0.0004569606807250104,-0.002290998955764907,-0.05921337778265055,0.0,0.24996948165018487,-0.8975892532870292,1.791522378884535,-0.24388824398438447,0.013979706100228029,0.02255635516105237,-12.0,59.716738637555416,-9.106887079184055,-126.44951532627607,0.2564494572824254,0.5
0.005714285714285714,0.25003403242983224,-0.000506200383074723,0.04517840034232365,-0.034476667567301125,0.0,0.25003403242983224,-0.8975786801055714,1.7911083138747825,0.007401227020497725,-0.28984550682670474,0.01471822282549516,-12.0,82.78447412165217,1.0985899245987043,-110.97597015353011,0.2565483892944265,0.5
0.007142857142857143,0.25016569403879435,-0.000530358107911022,0.09214672523004008,-0.01691917765694391,27.42896522355476,0.25016569403879435,-0.8972522583984869,1.790264468493122,0.22849519495919068,-0.5906917671624932,0.009083692138996853,-12.0,82.92301112207139,1.0156440240091853,-100.55219880083831,0.25670706367130275,0.5
0.008571428571428572,0.25036395113211407,-0.0005369370476554225,0.13874453548557963,-0.004608595871453597,0.0,0.25036395113211407,-0.8966414498656381,1.788993654238625,0.4275659729941421,-0.8895699781477635,0.005064621152098095,-12.0,83.03415385992061,0.9563216924368415,-90.32267713747429,0.2569257888262911,0.5
0.01,0.25062843263700735,-0.0005313714732456398,0.18507394393224574,0.003900565902911435,0.0,0.25036395113211407,-0.8957689195122812,1.7872975325958451,0.6107712473498339,-1.187285149945966,0.0022198649754530684,-12.0,83.12742406542671,0.9174431092148022,-80.29162008272475,0.25720488510899553,0.5
0.011428571428571429,0.25095888092038976,-0.0005175556878241894,0.23121481819433065,0.009684632743003976,0.0,0.25095888092038976,-0.894650724335926,1.7851768291151866,0.7827366234486923,-1.4844924364609984,0.0002199387344409569,-12.0,83.21027727584783,0.896220044098571,-70.46182235643488,0.25754467233775,0.5
0.012857142857142857,0.25135512771462865,-0.0004982438498153108,0.27722982064224166,0.013540780236846559,19.29862032427117,0.25135512771462865,-0.893297973048425,1.7826314898967797,0.9469259012507121,-1.781737452884892,-0.0011800480693856935,-12.0,83.28849915209044,0.8902817533990485,-60.834636324427464,0.25794546240721467,0.5
0.014285714285714285,0.2518170754944011,-0.0004753512480459854,0.323168385546009,0.016055759136407152,12.145797603038368,0.2518170754944011,-0.8917180805729665,1.7796607961711866,1.1059247328209216,-2.07948560791516,-0.0021610822779182374,-12.0,83.36655206980679,0.8976556115941545,-51.410100771420865,0.2584075553936709,0.5
0.015714285714285715,0.25234468319228565,-0.00045018052095049943,0.36906983800696125,0.017658258319133757,12.145797603038368,0.2518170754944011,-0.8899157124678796,1.7762634476939043,1.261657673560895,-2.3781439340975385,-0.0028560338070482243,-12.0,83.44785636665,0.9167359862608193,-42.18712021252778,0.25893123803195217,0.5
0.017142857142857144,0.25293795533208613,-0.000423590840226723,0.4149658260035428,0.0186587110688943,0.0,0.25293795533208613,-0.8878934924700241,1.77243762249521,1.4155539984988095,-2.678077639086,-0.003361675107246128,-12.0,83.5350178905486,0.9462461571566827,-33.1636518809755,0.2595167837630153,0.5
0.018571428571428572,0.2535969338322434,-0.0003961238611078499,0.460882207095569,0.01927947983240716,0.0,0.2535969338322434,-0.8856525294343817,1.7681810184243207,1.5686741249497276,-2.979622849622533,-0.0037478108613899336,-12.0,83.63001129112932,0.985197594240557,-24.336879735243695,0.26016445378573905,0.5
0.02,0.2543216918812763,-0.00036809699291673326,0.5068405052144491,0.01967768105411044,29.858346564345016,0.2543216918812763,-0.8831928068934167,1.7634908804815042,1.7218057786754195,-3.2830965599715505,-0.004064194594613386,-12.0,83.73432678060924,1.032849821423526,-15.703367088261857,0.2608744987159201,0.5
0.02142857142857143,0.2551123294123049,-0.0003396720448248791,0.5528590306890259,0.019962390533448116,18.45822897550618,0.2551123294123049,-0.8805134683804583,1.758364016902159,1.8755369590709086,-3.5888045055415265,-0.0043457533802010555,-12.0,83.84908687037264,1.0886730065027925,-7.259185850769719,0.2616471605776259,0.5
0.022857142857142857,0.2559689698060724,-0.0003109053821495067,0.5989537379682165,0.020207566916073394,0.0,0.2559689698060724,-0.8776130238783392,1.7527968062006276,2.0303111514834162,-3.897047491071934,-0.0046165215601248555,-12.0,83.97513856812324,1.1523145975256457,0.9999765194634234,0.2624826749399873,0.5
0.024285714285714285,0.25689175753428534,-0.00028178425590219547,0.6451388800728413,0.02046171987978318,17.31083913222547,0.25689175753428534,-0.8744894967479084,1.7467851968120005,2.186468991301552,-4.208126572038937,-0.004892591471381339,-12.0,84.1131256173388,1.2235705558477168,9.078729764349035,0.26338127307548886,0.5
0.025714285714285714,0.2578808565206393,-0.00025225284034602335,0.6914275062600662,0.020755109603972977,0.0,0.2578808565206393,-0.8711405258597816,1.7403247005324662,2.3442796216887354,-4.522347395673988,-0.005184317423034708,-12.0,84.26354463615775,1.3023613336189719,16.98191036910487,0.2643431840606058,0.5
