time,x,y,xd,yd,zdd,h,q1,q2,q1d,q2d,tau1,tau2,Fx,Fy,Fz,basepos
1.0051666666666643,0.24997101262694954,2.639270211649003e-05,1.097725483024822e-11,-9.544129822679922e-12,0.0,-0.4397579213823451,-1.1483395869641078,1.9934054092617632,7.8226944544858e-13,-5.870084652333737e-11,0.757697864634938,-0.20341735210529593,22.297737601806798,0.00020208021716271453,222.9773760179764,0.25598912479764324
1.0061666666666642,0.2499623233060841,4.481482715007479e-05,-0.00869005989752861,0.018421550798929008,-7.339960812343671,-0.4398497298827628,-1.1482967232339067,1.9934518652973232,0.04286373020102639,0.046456035559937686,9.0,-9.0,2.154553361751691,0.0002782324630518412,21.545533615720405,0.2559815333712703
1.007166666666664,0.24998516268050217,0.00018780759648079348,0.022798055473848458,0.14300630771912004,31.84415386541533,-0.4399350365647914,-1.1476434143131864,1.9933293642349061,0.6533089207204221,-0.12250106241699665,-9.0,-9.0,55.58791612076191,0.009579144595577738,555.8791611250831,0.2560104682015174
1.008166666666664,0.250009108839922,0.00021619673649964088,0.023944088578165948,0.028392361618488758,0.0,-0.4400003545217798,-1.1474448397466064,1.993201172447304,0.19857456658008688,-0.1281917876022005,-9.0,-9.0,48.621673090407995,0.013241150970692589,486.21673072378167,0.2560352823737947
1.0091666666666639,0.2500341026990465,0.00013016173138846732,0.02497855913931353,-0.08604305206282237,-3.6250074307100624,-0.44009587235121395,-1.1477004992358868,1.9930678135238113,-0.2556594892804373,-0.13335892349273015,9.0,-9.0,48.592041611742495,-0.006762819153374745,-485.920416070364,0.2560559869464023
1.0101666666666638,0.25009067250230244,0.0001686335783395998,0.05656428443638685,0.03848334704445948,33.5659277695657,-0.4401942684505318,-1.1473458768105298,1.9927651118160024,0.35462242535709754,-0.3027017078089873,-9.0,-9.0,55.597411801327034,0.03285238059229786,555.9741170426505,0.25611320802530335
1.0111666666666637,0.25014829849834985,9.259379433140813e-05,0.057611785948250095,-0.07605440154777303,0.0,-0.4403816107476788,-1.1474455796108574,1.9924570680109455,-0.09970280032754586,-0.3080438050568488,9.0,-9.0,48.604548416792014,-0.005643864687876238,-486.04548413515244,0.25616632018662816
1.0121666666666636,0.2502375180953067,0.00014077929351871687,0.0892085855185635,0.04820963402200215,33.18154067629083,-0.44043987786231703,-1.1469363519722464,1.991979633286422,0.5092276386109638,-0.4774347245234889,-9.0,-9.0,55.692932243411285,0.11656434732268627,556.9293102357542,0.2562559420549797
1.0131666666666634,0.2503277869548928,7.438594006040078e-05,0.09025353453536132,-0.06641019032503066,-3.539476354095367,-0.44046022427872267,-1.1468814467917705,1.9914967887346544,0.054905180475833704,-0.4828445517674669,9.0,-9.0,48.61939943280438,-0.004661580551929768,-486.19399430569644,0.2563414609937311
1.0141666666666633,0.25044961410020594,0.00013217373928925413,0.12180857747987109,0.057828862205753964,0.0,-0.4404620338083975,-1.1462183272763198,1.9908446958435675,0.6631195154507119,-0.6520928910870127,-9.0,-9.0,55.74641583149394,0.15705151156857353,-557.4641361922816,0.2564634812723876
1.0151666666666632,0.250572537437564,7.527997188958024e-05,0.12290476126952964,-0.056908521859409034,-3.564473020071465,-0.44046770177696837,-1.1460094098430027,1.9901868612584137,0.20891743331717894,-0.6578345851538412,9.0,-9.0,48.63211488346284,-0.0037948471385592566,-486.32114881982244,0.2565814104376869
1.016166666666663,0.25072701043259343,0.00014296555870069172,0.15444467803817472,0.06774807643727374,33.94735644311299,-0.44046675665106705,-1.1451912602145489,1.9893596857998115,0.818149628453746,-0.827175458602186,-9.0,-9.0,55.6923743230181,0.06062514758130671,-556.9237399304398,0.25673584210198447
1.017166666666663,0.2508825918269042,9.590228876105167e-05,0.1555575153990157,-0.04707142636069918,-3.185755587183373,-0.440437390894515,-1.1448271074413945,1.9885266465101452,0.364152773154372,-0.8330392896663441,9.0,-9.0,48.64862456641923,-0.0030107121937739648,-486.48624565487614,0.2568861995759111
1.018166666666663,0.2510697091835541,0.00017357830847367084,0.18707710595385388,0.07776433743200377,0.0,-0.4403971910014423,-1.1438538021856353,1.9875241082401138,0.9733052557592992,-1.0025382700313177,-9.0,-9.0,55.711968768623436,0.04179380484754177,-557.119686118598,0.25707305125639274
1.0191666666666628,0.25125796196299144,0.0001364344235411652,0.18822143780726963,-0.037141018439809596,-3.7145687725489367,-0.4402701996326858,-1.1433341845361453,1.9865155291451788,0.519617649489913,-1.0085790949349587,9.0,-9.0,48.66563280143201,-0.0023008400753465317,-486.65632800888113,0.25725585121526945
1.0201666666666627,0.25147773624379666,0.00022417523860934763,0.21971986971514929,0.0878593331258016,32.857184239145205,-0.44020685344543725,-1.1422056800710783,1.985337202529393,1.1285044650671057,-1.178326615785818,-9.0,-9.0,55.745626593911375,0.03381533067929544,-557.4562649134939,0.25747513300927344
1.0211666666666626,0.2516986774180765,0.00019702972079224668,0.22090015810004487,-0.027127226307747276,0.0,-0.4401272037035768,-1.141530453462771,1.984152658437643,0.6752266083072458,-1.1845440917500323,8.948733691163522,-9.0,48.68386954970071,-0.0016541788975006802,-486.8386954941969,0.2576903910388467
1.0221666666666624,0.25195103652655243,0.0002942444743857797,0.2522885525176214,0.09736706884078207,35.24415692096957,-0.4399038754238056,-1.140249706168949,1.982798504820161,1.280747293822137,-1.3541536174818267,-9.0,-9.0,55.76621834368862,0.028599668577447637,-557.6621827035202,0.25794199984863053
