t[s],q_urdf_hip,q_urdf_knee,qd_urdf_hip,qd_urdf_knee,qdd_urdf_hip,qdd_urdf_knee,Tau_urdf_hip,Tau_urdf_knee
0.48,0.2835642518362677,-1.4857276852827417,-4.2054764712196,-4.4455142474300064,-44.544584497154915,-230.4783989515945,-9.600000000000001,-0.32446612978305234
0.485,0.2614232549328951,-1.5137172164550892,-4.428199380674521,-5.597906234469484,-63.12817235331363,-248.68193496263223,-9.600000000000001,-0.34762382433404254
0.49,0.2377040538124889,-1.5479237959718768,-4.743840224081238,-6.841315903357515,-88.95589824955073,-243.12935992763448,-9.600000000000001,-0.35508557028651927
0.495,0.21176095536168263,-1.588208609321493,-5.188619690161257,-8.056962669923266,-120.53874983639719,-405.92695997585633,-9.600000000000001,-0.494777055409128
0.5,0.1828043883381903,-1.6386415923493929,-5.791313404698469,-10.086596605579935,914.6976716734248,-1143.998674839007,9.56740259645026,-0.2911446804444304
0.505,0.176715262701462,-1.7176745456548659,-1.217825127345658,-15.806590661094585,718.7260762138064,895.4391193381668,8.683716916716257,1.106230448343867
0.51,0.18859428818797938,-1.7743215230039509,2.3758050973034743,-11.329395469817007,429.7925544274784,680.0298547745567,4.898815057593456,0.720571378764323
0.515,0.2112181270503038,-1.8139677547859736,4.524767772464886,-7.929246356404546,192.459963797242,413.7014727284836,2.0898417804156284,0.367024650930199
0.52,0.23865346489304173,-1.8432714499523375,5.48706756854759,-5.8607390332727745,20.900069190010484,259.00577625285297,0.2236986928880702,0.16387064999937173
0.525,0.2666113046077996,-1.8661000006848016,5.591567942951565,-4.565710146492816,-82.4536471227883,182.03502897492697,-0.838505865145803,0.06980210817833105
0.53,0.2925078034176858,-1.8843776756152997,5.179299761977238,-3.65553498609959,-133.47266597463118,144.94103729568937,-1.3336306819733044,0.035612840288971326
0.535,0.3150674858922564,-1.8990318245568292,4.511936494914129,-2.9308297883059033,-150.04426904819945,125.05141090281316,-1.4751307796476931,0.02836553168389608
0.54,0.3338760619421789,-1.9105596882074265,3.761715209984497,-2.3055727301194686,-146.39961899440982,110.9239627914999,-1.4193394071260208,0.02995066452870908
0.545,0.34902464777994613,-1.9193144528029396,3.0297171675534518,-1.7509529191025885,-132.30728312979548,97.6968653446207,-1.2678634550939132,0.032050802323153944
0.55,0.3608655517541042,-1.9256267958010522,2.3681807948316145,-1.2624685996225244,-113.8468470195196,83.90553225189677,-1.0808245966883987,0.031808911206719165
0.555,0.3698602847197307,-1.9298415005396024,1.7989465931253017,-0.8429409477100265,-94.47833958368534,69.58374545563478,-0.8905852774183585,0.02895388261246301
0.56,0.3764930593199868,-1.9323166116908645,1.3265549200512092,-0.495022230252418,-75.97389322419926,55.25020668367981,-0.7125543756974076,0.02417431828360135
0.565,0.3812264866775993,-1.9334104677213328,0.9466854715225022,-0.21877120609367234,-59.10398019312791,41.44013883261201,-0.5526117357110252,0.018327086303426568
0.57,0.38448231458850163,-1.9334683203216518,0.6511655821804723,-0.011570520063806822,-44.09242587669076,28.537727032606185,-0.4117498491552857,0.01212297633038218
0.575,0.3866358318864322,-1.9328127297799482,0.4307034595861084,0.1311181083407371,-30.89345716331892,16.753657160754855,-0.28875102985668777,0.006049085299887311
0.58,0.38801701276978445,-1.9317382978358604,0.27623617667045697,0.21488638881757832,-19.347389629059133,6.1591277425593844,-0.181610909711606,0.0003898753991829746
0.585,0.38891450891130797,-1.9305098877179148,0.17949922830469714,0.24568202358912336,-9.260937122957781,-3.2679470015082317,-0.08822493867000189,-0.004722424694187591
0.59,0.3895804816111097,-1.9293631762882475,0.13319453996034963,0.22934228593343925,-0.44445139618345664,-11.60290587044574,-0.006674444871806223,-0.009257922649101831
