time,shoulder_pos,shoulder_vel,shoulder_torque,elbow_pos,elbow_vel,elbow_torque
3.335083961486816406e+00,1.553507765436914489e-01,0.000000000000000000e+00,5.535339742244135941e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.197846053888201467e+01
3.338448762893676758e+00,1.553507765436914489e-01,0.000000000000000000e+00,5.985675971843133603e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.197846053888201467e+01
3.340911865234375000e+00,1.553507765436914489e-01,0.000000000000000000e+00,5.668162702356593918e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.197846053888201467e+01
3.342777252197265625e+00,1.553507765436914489e-01,0.000000000000000000e+00,4.199551030048582767e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.178755794556825620e+01
3.344866991043090820e+00,1.553507765436914489e-01,0.000000000000000000e+00,2.530001193612873678e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.085425101458486985e+01
3.346955537796020508e+00,1.553507765436914489e-01,0.000000000000000000e+00,2.521658565359532922e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.083563091055864724e+01
3.348734378814697266e+00,1.553507765436914489e-01,0.000000000000000000e+00,3.009902039537393659e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.110663779570771403e+01
3.350562334060668945e+00,1.553507765436914489e-01,0.000000000000000000e+00,3.777518580730899078e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.151816082147772136e+01
3.352242469787597656e+00,1.553507765436914489e-01,0.000000000000000000e+00,4.780937158343174787e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.197846053888201467e+01
3.353850841522216797e+00,1.553507765436914489e-01,0.000000000000000000e+00,5.875619648532474315e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.197846053888201467e+01
3.355188846588134766e+00,1.553507765436914489e-01,0.000000000000000000e+00,5.664034669374450992e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.197846053888201467e+01
3.356845617294311523e+00,1.553507765436914489e-01,0.000000000000000000e+00,5.701791091924945931e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.197846053888201467e+01
3.358446836471557617e+00,1.553507765436914489e-01,0.000000000000000000e+00,5.314689326261369473e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.197846053888201467e+01
3.359942674636840820e+00,1.553507765436914489e-01,0.000000000000000000e+00,5.330349435656244417e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.197846053888201467e+01
3.361584901809692383e+00,1.553507765436914489e-01,0.000000000000000000e+00,4.762962205274617666e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.197846053888201467e+01
3.363171339035034180e+00,1.553507765436914489e-01,0.000000000000000000e+00,4.048945504009957119e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.161062505844217263e+01
3.364713668823242188e+00,1.553507765436914489e-01,0.000000000000000000e+00,3.244070566625922414e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.119608437961593062e+01
3.366429090499877930e+00,1.553507765436914489e-01,0.000000000000000000e+00,3.051457513792304344e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.107830472236105379e+01
3.368044137954711914e+00,1.553507765436914489e-01,0.000000000000000000e+00,3.031149824375054092e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.105216386365543713e+01
3.369664669036865234e+00,1.553507765436914489e-01,0.000000000000000000e+00,3.252379453298791301e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.112708807849767112e+01
3.371332645416259766e+00,1.553507765436914489e-01,0.000000000000000000e+00,3.363512116197235446e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.113872781896359143e+01
3.373053312301635742e+00,1.553507765436914489e-01,0.000000000000000000e+00,3.978361104964500683e+00,-3.146180817080924674e-01,0.000000000000000000e+00,1.140576833286833391e+01
